70	 71-Zn	30	d	     121.48(5)	121.48	        1.55E-06(17)	0.00000155	1.69E-07	     3.96 H	1.43E+04	          7.2E-08(8)	7.18E-08	7.83E-09
70	 71-Zn	30	d	     121.52(5)	121.52	        1.53E-05(17)	0.0000153	1.68E-06	     2.45 M	1.47E+02	          7.1E-07(8)	7.09E-07	7.78E-08
70	 71-Zn	30	d	     142.60(5)	142.6	          3.0E-06(3)	0.000003	3.35E-07	     3.96 H	1.43E+04	        1.39E-07(16)	1.39E-07	1.55E-08
70	 71-Zn	30	d	     389.87(5)	389.87	        1.40E-06(17)	0.0000014	1.65E-07	     3.96 H	1.43E+04	          6.5E-08(8)	6.49E-08	7.64E-09
70	 71-Zn	30	d	      390.0(3)	390	        1.97E-05(19)	0.0000197	1.88E-06	     2.45 M	1.47E+02	          9.1E-07(9)	9.13E-07	8.71E-08
70	 71-Zn	30	d	    398.60(20)	398.6	          3.1E-06(3)	0.0000031	3.37E-07	     2.45 M	1.47E+02	        1.44E-07(16)	1.44E-07	1.56E-08
70	 71-Zn	30	d	      423.2(3)	423.2	        1.97E-07(19)	0.0000002	1.88E-08	     2.45 M	1.47E+02	          9.1E-09(9)	9.13E-09	8.71E-10
70	 71-Zn	30	d	     453.08(7)	453.08	          6.0E-07(6)	0.0000006	5.82E-08	     3.96 H	1.43E+04	          2.8E-08(3)	2.78E-08	2.70E-09
70	 71-Zn	30	d	    453.10(20)	453.1	         9.0E-07(11)	0.0000009	1.10E-07	     2.45 M	1.47E+02	          4.2E-08(5)	4.17E-08	5.10E-09
70	 71-Zn	30	d	    487.30(10)	487.3	          6.1E-07(8)	0.00000061	7.63E-08	     2.45 M	1.47E+02	          2.8E-08(4)	2.83E-08	3.54E-09
70	 71-Zn	30	d	     487.34(5)	487.34	        3.34E-05(22)	0.0000334	2.24E-06	     3.96 H	1.43E+04	        1.55E-06(10)	1.55E-06	1.04E-07
70	 71-Zn	30	d	     511.55(5)	511.55	        1.52E-05(12)	0.0000152	1.25E-06	     3.96 H	1.43E+04	          7.0E-07(6)	7.04E-07	5.79E-08
70	 71-Zn	30	d	    511.60(10)	511.6	         1.60E-04(8)	0.00016	7.95E-06	     2.45 M	1.47E+02	          7.4E-06(4)	7.41E-06	3.68E-07
70	 71-Zn	30	d	    520.50(20)	520.5	          4.1E-07(4)	0.00000041	3.63E-08	     2.45 M	1.47E+02	        1.90E-08(17)	1.90E-08	1.68E-09
70	 71-Zn	30	d	      528.6(3)	528.6	         2.5E-08(10)	2.50E-08	1.01E-08	     3.96 H	1.43E+04	          1.2E-09(5)	1.16E-09	4.68E-10
70	 71-Zn	30	d	    566.20(20)	566.2	        1.05E-07(11)	0.0000001	1.13E-08	     3.96 H	1.43E+04	          4.9E-09(5)	4.86E-09	5.24E-10
70	 71-Zn	30	d	    574.90(20)	574.9	          6.0E-08(6)	6.00E-08	5.82E-09	     3.96 H	1.43E+04	          2.8E-09(3)	2.78E-09	2.70E-10
70	 71-Zn	30	d	      575.1(5)	575.1	        1.48E-07(18)	0.00000015	1.76E-08	     2.45 M	1.47E+02	          6.9E-09(8)	6.86E-09	8.15E-10
70	 71-Zn	30	d	    588.60(20)	588.6	          2.7E-08(3)	2.69E-08	2.83E-09	     3.96 H	1.43E+04	        1.25E-09(13)	1.25E-09	1.31E-10
70	 71-Zn	30	d	     596.07(7)	596.07	        1.50E-05(12)	0.000015	1.25E-06	     3.96 H	1.43E+04	          6.9E-07(6)	6.95E-07	5.79E-08
70	 71-Zn	30	d	     620.19(5)	620.19	        3.04E-05(21)	0.0000304	2.13E-06	     3.96 H	1.43E+04	        1.41E-06(10)	1.41E-06	9.87E-08
70	 71-Zn	30	d	    666.80(20)	666.8	          4.6E-06(6)	0.0000046	5.50E-07	     2.45 M	1.47E+02	        2.13E-07(25)	2.13E-07	2.55E-08
70	 71-Zn	30	d	      721.4(3)	721.4	          2.8E-06(3)	0.0000028	3.31E-07	     2.45 M	1.47E+02	        1.30E-07(15)	1.30E-07	1.53E-08
70	 71-Zn	30	d	     753.41(7)	753.41	        1.75E-06(17)	0.00000175	1.73E-07	     3.96 H	1.43E+04	          8.1E-08(8)	8.11E-08	8.02E-09
70	 71-Zn	30	d	     771.26(7)	771.26	        1.10E-06(11)	0.0000011	1.14E-07	     3.96 H	1.43E+04	          5.1E-08(5)	5.10E-08	5.28E-09
70	 71-Zn	30	d	    910.10(20)	910.1	        1.65E-07(17)	0.00000017	1.71E-08	     3.96 H	1.43E+04	          7.6E-09(8)	7.64E-09	7.92E-10
